rua_id;nome_rua;nome_normalizado;nome_base_normalizado;bairro;cep;distrito;estado_geometria;hash_geometria;extensao_geometria_m;distancia_minima_outra_geometria_m;status_grupo;ids_do_grupo;quantidade_cadastros_base;quantidade_contextos_base;risco_casamento_osm;ids_chave_base
997;RUA JOSÉ DE SOUZA NETO;JOSE DE SOUZA NETO;JOSE DE SOUZA NETO;Vivendas do Coqueiro I;28021303;613;valida;d3cab352d1b23780;284.5;0.0;geometria_compartilhada_contextos_distintos;811,997;2;2;ambiguidade_por_contexto;811,997
1651;RUA JOSÉ FERNANDES REIS;JOSE FERNANDES REIS;JOSE FERNANDES REIS;Parque Prazeres;28080145;619;valida;7e5d0dfabcf46bb3;1255.6;0.0;geometria_compartilhada_contextos_distintos;1651,1653;2;2;ambiguidade_por_contexto;1651,1653
1653;RUA JOSÉ FERNANDES REIS;JOSE FERNANDES REIS;JOSE FERNANDES REIS;São Jorge;28080169;619;valida;7e5d0dfabcf46bb3;1255.6;0.0;geometria_compartilhada_contextos_distintos;1651,1653;2;2;ambiguidade_por_contexto;1651,1653
1657;RUA K;K;K;Parque Prazeres;28080745;619;valida;fd35143f2aab4e76;13464.7;0.0;geometria_compartilhada_contextos_distintos;1657,1659;2;2;ambiguidade_por_contexto;1657,1659
1659;RUA K;K;K;São Jorge;28080168;619;valida;fd35143f2aab4e76;13464.7;0.0;geometria_compartilhada_contextos_distintos;1657,1659;2;2;ambiguidade_por_contexto;1657,1659
1661;RUA L;L;L;Parque Prazeres;28080750;619;valida;67413abbf86e8729;9017.0;0.0;geometria_compartilhada_contextos_distintos;1661,1776,2031;3;3;ambiguidade_por_contexto;1661,1776,2031
1776;RUA L;L;L;Codim;28090490;620;valida;67413abbf86e8729;9017.0;0.0;geometria_compartilhada_contextos_distintos;1661,1776,2031;3;3;ambiguidade_por_contexto;1661,1776,2031
2031;RUA L;L;L;Parque Céu Azul;28083800;622;valida;67413abbf86e8729;9017.0;0.0;geometria_compartilhada_contextos_distintos;1661,1776,2031;3;3;ambiguidade_por_contexto;1661,1776,2031
655;AVENIDA LOUVIVAL MARTINS BEDA;LOUVIVAL MARTINS BEDA;LOUVIVAL MARTINS BEDA;Fazenda Santo Antônio;28023135;609;valida;94c46bc7c10b59c3;2750.3;0.0;geometria_compartilhada_contextos_distintos;655,656;2;2;ambiguidade_por_contexto;655,656
656;RUA LOUVIVAL MARTINS BEDA;LOUVIVAL MARTINS BEDA;LOUVIVAL MARTINS BEDA;Donana;28023235;609;valida;94c46bc7c10b59c3;2750.3;0.0;geometria_compartilhada_contextos_distintos;655,656;2;2;ambiguidade_por_contexto;655,656
1780;RUA M;M;M;Codim;28090500;620;valida;c23b5a094441132d;27661.0;0.0;geometria_compartilhada_contextos_distintos;1780,2033;2;2;ambiguidade_por_contexto;1780,2033
2033;RUA M;M;M;Parque Céu Azul;28083810;622;valida;c23b5a094441132d;27661.0;0.0;geometria_compartilhada_contextos_distintos;1780,2033;2;2;ambiguidade_por_contexto;1780,2033
532;RUA MARANHÃO;MARANHAO;MARANHAO;Parque Novo Jockey;28020837;608;valida;9de24082c190003b;140.2;0.0;geometria_compartilhada_contextos_distintos;532,533;2;2;ambiguidade_por_contexto;532,533
533;TRAVESSA MARANHÃO;MARANHAO;MARANHAO;Parque Novo Jockey;28020838;608;valida;9de24082c190003b;140.2;0.0;geometria_compartilhada_contextos_distintos;532,533;2;2;ambiguidade_por_contexto;532,533
968;RUA MARCÍLIO MARTINS;MARCILIO MARTINS;MARCILIO MARTINS;Centro;28026855;612;valida;a74dc4bbfbdcce9b;1087.1;0.0;geometria_compartilhada_contextos_distintos;968,970,975;3;3;ambiguidade_por_contexto;968,970,975
970;RUA MARCÍLIO MARTINS;MARCILIO MARTINS;MARCILIO MARTINS;Parque João Maria;28027400;612;valida;a74dc4bbfbdcce9b;1087.1;0.0;geometria_compartilhada_contextos_distintos;968,970,975;3;3;ambiguidade_por_contexto;968,970,975
975;RUA MARCÍLIO MARTINS;MARCILIO MARTINS;MARCILIO MARTINS;Centro;28027800;612;valida;a74dc4bbfbdcce9b;1087.1;0.0;geometria_compartilhada_contextos_distintos;968,970,975;3;3;ambiguidade_por_contexto;968,970,975
424;TRAVESSA MARIA TAVARES DE ALVARENGA;MARIA TAVARES DE ALVARENGA;MARIA TAVARES DE ALVARENGA;Goytacazes;28023706;607;valida;12eaad0bcec22a99;189.5;0.0;geometria_compartilhada_contextos_distintos;424,425;2;2;ambiguidade_por_contexto;424,425
425;RUA MARIA TAVARES DE ALVARENGA;MARIA TAVARES DE ALVARENGA;MARIA TAVARES DE ALVARENGA;Goytacazes;28023707;607;valida;12eaad0bcec22a99;189.5;0.0;geometria_compartilhada_contextos_distintos;424,425;2;2;ambiguidade_por_contexto;424,425
1900;RUA MARQUÊS DE VALENÇA;MARQUES DE VALENCA;MARQUES DE VALENCA;Parque São Mateus;28073185;621;valida;775ed827e1e844ff;522.0;0.0;geometria_compartilhada_contextos_distintos;1900,1902;2;2;ambiguidade_por_contexto;1900,1902
1902;RUA MARQUÊS DE VALENÇA;MARQUES DE VALENCA;MARQUES DE VALENCA;Parque Guarus;28073120;621;valida;775ed827e1e844ff;522.0;0.0;geometria_compartilhada_contextos_distintos;1900,1902;2;2;ambiguidade_por_contexto;1900,1902
1783;RUA MUSSUREPE;MUSSUREPE;MUSSUREPE;Parque Visconde de Ururaí;28070385;620;valida;c53ebdfdc94f3d2d;400.9;0.0;geometria_compartilhada_contextos_distintos;1783,1824;2;2;ambiguidade_por_contexto;1783,1824
1824;TRAVESSA MUSSUREPE;MUSSUREPE;MUSSUREPE;Parque Visconde de Ururaí;28070387;620;valida;c53ebdfdc94f3d2d;400.9;0.0;geometria_compartilhada_contextos_distintos;1783,1824;2;2;ambiguidade_por_contexto;1783,1824
1790;RUA N;N;N;Codim;28090620;620;valida;0d071454e793095a;12604.2;0.0;geometria_compartilhada_contextos_distintos;1790,2037;2;2;ambiguidade_por_contexto;1790,2037
2037;RUA N;N;N;Parque Céu Azul;28083820;622;valida;0d071454e793095a;12604.2;0.0;geometria_compartilhada_contextos_distintos;1790,2037;2;2;ambiguidade_por_contexto;1790,2037
739;AVENIDA NOSSA SENHORA DO CARMO - LADO ÍMPAR;NOSSA SENHORA DO CARMO LADO IMPAR;NOSSA SENHORA DO CARMO;Parque São Benedito;28024167;610;valida;9a6bf604467cfc2c;2152.9;0.0;geometria_compartilhada_contextos_distintos;739,763;5;5;ambiguidade_por_contexto;739,740,763,764,1129
763;AVENIDA NOSSA SENHORA DO CARMO - LADO ÍMPAR;NOSSA SENHORA DO CARMO LADO IMPAR;NOSSA SENHORA DO CARMO;Parque Rui Barbosa;28025486;610;valida;9a6bf604467cfc2c;2152.9;0.0;geometria_compartilhada_contextos_distintos;739,763;5;5;ambiguidade_por_contexto;739,740,763,764,1129
740;AVENIDA NOSSA SENHORA DO CARMO - LADO PAR;NOSSA SENHORA DO CARMO LADO PAR;NOSSA SENHORA DO CARMO;Parque São Benedito;28024168;610;valida;9a6bf604467cfc2c;2152.9;0.0;geometria_compartilhada_contextos_distintos;740,764;5;5;ambiguidade_por_contexto;739,740,763,764,1129
764;AVENIDA NOSSA SENHORA DO CARMO - LADO PAR;NOSSA SENHORA DO CARMO LADO PAR;NOSSA SENHORA DO CARMO;Parque Rui Barbosa;28025487;610;valida;9a6bf604467cfc2c;2152.9;0.0;geometria_compartilhada_contextos_distintos;740,764;5;5;ambiguidade_por_contexto;739,740,763,764,1129
727;RUA NOVE;NOVE;NOVE;Parque Penha;28021640;610;valida;5bb49450e1132080;28109.5;0.0;geometria_compartilhada_contextos_distintos;727,2020;2;2;ambiguidade_por_contexto;727,2020
2020;RUA NOVE;NOVE;NOVE;Parque Boa Vista;28073563;622;valida;5bb49450e1132080;28109.5;0.0;geometria_compartilhada_contextos_distintos;727,2020;2;2;ambiguidade_por_contexto;727,2020
726;RUA OITO;OITO;OITO;Parque Penha;28021630;610;valida;1967e913fd0b9c1c;21391.0;0.0;geometria_compartilhada_contextos_distintos;726,2022;2;2;ambiguidade_por_contexto;726,2022
2022;RUA OITO;OITO;OITO;Parque Boa Vista;28073560;622;valida;1967e913fd0b9c1c;21391.0;0.0;geometria_compartilhada_contextos_distintos;726,2022;2;2;ambiguidade_por_contexto;726,2022
300;RUA OLÍMPIO LINHARES;OLIMPIO LINHARES;OLIMPIO LINHARES;Goytacazes;28023582;605;valida;8744b8f506ab7699;1919.2;0.0;geometria_compartilhada_contextos_distintos;300,441;2;2;ambiguidade_por_contexto;300,441
441;TRAVESSA OLIMPIO LINHARES;OLIMPIO LINHARES;OLIMPIO LINHARES;Goytacazes;28023730;607;valida;8744b8f506ab7699;1919.2;0.0;geometria_compartilhada_contextos_distintos;300,441;2;2;ambiguidade_por_contexto;300,441
1144;PINHEIRO MACHADO, AV.;PINHEIRO MACHADO AV;PINHEIRO MACHADO AV;FAROL DE SÃO TOMÉ;28142002;615;valida;e69c426663f088e8;6756.8;0.0;geometria_compartilhada_contextos_distintos;1144,1366;2;2;ambiguidade_por_contexto;1144,1366
1366;PINHEIRO MACHADO, AV.;PINHEIRO MACHADO AV;PINHEIRO MACHADO AV;FAROL DE SÃO TOMÉ;28142143;616;valida;e69c426663f088e8;6756.8;0.0;geometria_compartilhada_contextos_distintos;1144,1366;2;2;ambiguidade_por_contexto;1144,1366
50;RUA PROJETADA A;PROJETADA A;PROJETADA A;Parque Aurora;28026550;601;valida;1f3bf258806416a6;49310.1;0.0;geometria_compartilhada_contextos_distintos;50,530,1561,1592,1593,1810,2071;7;7;ambiguidade_por_contexto;50,530,1561,1592,1593,1810,2071
530;RUA PROJETADA A;PROJETADA A;PROJETADA A;Parque Novo Jockey;28020835;608;valida;1f3bf258806416a6;49310.1;0.0;geometria_compartilhada_contextos_distintos;50,530,1561,1592,1593,1810,2071;7;7;ambiguidade_por_contexto;50,530,1561,1592,1593,1810,2071
1561;RUA PROJETADA A;PROJETADA A;PROJETADA A;Parque São Domingos;28085270;618;valida;1f3bf258806416a6;49310.1;0.0;geometria_compartilhada_contextos_distintos;50,530,1561,1592,1593,1810,2071;7;7;ambiguidade_por_contexto;50,530,1561,1592,1593,1810,2071
1592;RUA PROJETADA A;PROJETADA A;PROJETADA A;Parque Vera Cruz;28060395;618;valida;1f3bf258806416a6;49310.1;0.0;geometria_compartilhada_contextos_distintos;50,530,1561,1592,1593,1810,2071;7;7;ambiguidade_por_contexto;50,530,1561,1592,1593,1810,2071
1593;TRAVESSA PROJETADA A;PROJETADA A;PROJETADA A;Custodópolis;28085655;618;valida;1f3bf258806416a6;49310.1;0.0;geometria_compartilhada_contextos_distintos;50,530,1561,1592,1593,1810,2071;7;7;ambiguidade_por_contexto;50,530,1561,1592,1593,1810,2071
1810;RUA PROJETADA A;PROJETADA A;PROJETADA A;Vila Industrial;28090015;620;valida;1f3bf258806416a6;49310.1;0.0;geometria_compartilhada_contextos_distintos;50,530,1561,1592,1593,1810,2071;7;7;ambiguidade_por_contexto;50,530,1561,1592,1593,1810,2071
2071;RUA PROJETADA A;PROJETADA A;PROJETADA A;Parque Calabouço;28080760;623;valida;1f3bf258806416a6;49310.1;0.0;geometria_compartilhada_contextos_distintos;50,530,1561,1592,1593,1810,2071;7;7;ambiguidade_por_contexto;50,530,1561,1592,1593,1810,2071
1563;RUA PROJETADA B;PROJETADA B;PROJETADA B;Parque São Domingos;28085635;618;valida;8b85d6995920b6d1;11744.6;0.0;geometria_compartilhada_contextos_distintos;1563,1595,2049,2073;4;4;ambiguidade_por_contexto;1563,1595,2049,2073
1595;TRAVESSA PROJETADA B;PROJETADA B;PROJETADA B;Custodópolis;28085665;618;valida;8b85d6995920b6d1;11744.6;0.0;geometria_compartilhada_contextos_distintos;1563,1595,2049,2073;4;4;ambiguidade_por_contexto;1563,1595,2049,2073
2049;RUA PROJETADA B;PROJETADA B;PROJETADA B;Parque Céu Azul;28083670;622;valida;8b85d6995920b6d1;11744.6;0.0;geometria_compartilhada_contextos_distintos;1563,1595,2049,2073;4;4;ambiguidade_por_contexto;1563,1595,2049,2073
2073;RUA PROJETADA B;PROJETADA B;PROJETADA B;Parque Calabouço;28080782;623;valida;8b85d6995920b6d1;11744.6;0.0;geometria_compartilhada_contextos_distintos;1563,1595,2049,2073;4;4;ambiguidade_por_contexto;1563,1595,2049,2073
100;RUA PROJETADA C;PROJETADA C;PROJETADA C;Parque Aurora;28026605;602;valida;903c2344234b7174;9329.9;0.0;geometria_compartilhada_contextos_distintos;100,528,1597;3;3;ambiguidade_por_contexto;100,528,1597
528;RUA PROJETADA C;PROJETADA C;PROJETADA C;Parque Novo Jockey;28020833;608;valida;903c2344234b7174;9329.9;0.0;geometria_compartilhada_contextos_distintos;100,528,1597;3;3;ambiguidade_por_contexto;100,528,1597
1597;TRAVESSA PROJETADA C;PROJETADA C;PROJETADA C;Custodópolis;28085645;618;valida;903c2344234b7174;9329.9;0.0;geometria_compartilhada_contextos_distintos;100,528,1597;3;3;ambiguidade_por_contexto;100,528,1597
733;RUA QUINZE;QUINZE;QUINZE;Parque Penha;28021700;610;valida;a07439fc171ee7ce;304.9;0.0;geometria_compartilhada_contextos_distintos;733,2051;2;2;ambiguidade_por_contexto;733,2051
2051;RUA QUINZE;QUINZE;QUINZE;Parque Alvorada;28083720;622;valida;a07439fc171ee7ce;304.9;0.0;geometria_compartilhada_contextos_distintos;733,2051;2;2;ambiguidade_por_contexto;733,2051
1829;AVENIDA SANTA ROSA;SANTA ROSA;SANTA ROSA;Custodópolis;28085030;621;valida;b8ebae594ba0d32f;1589.2;0.0;geometria_compartilhada_contextos_distintos;1829,1831;2;2;ambiguidade_por_contexto;1829,1831
1831;ESTRADA SANTA ROSA;SANTA ROSA;SANTA ROSA;Parque Santa Clara;28085500;621;valida;b8ebae594ba0d32f;1589.2;0.0;geometria_compartilhada_contextos_distintos;1829,1831;2;2;ambiguidade_por_contexto;1829,1831
1012;TRAVESSA SANTO ANTÔNIO;SANTO ANTONIO;SANTO ANTONIO;Parque Jóquei Club;28022085;613;valida;0c9cd7b2fdc7e645;103.7;5659.4;geometria_compartilhada_contextos_distintos;1012,1459,1501;3;3;ambiguidade_por_contexto;1012,1459,1501
1459;PRAÇA SANTO ANTÔNIO;SANTO ANTONIO;SANTO ANTONIO;Parque Santo Antônio;28080515;617;valida;4cba9658c5c3fa82;859.7;0.0;geometria_compartilhada_contextos_distintos;1012,1459,1501;3;3;ambiguidade_por_contexto;1012,1459,1501
1501;RUA SANTO ANTÔNIO;SANTO ANTONIO;SANTO ANTONIO;Parque Santo Antônio;28080525;617;valida;4cba9658c5c3fa82;859.7;0.0;geometria_compartilhada_contextos_distintos;1012,1459,1501;3;3;ambiguidade_por_contexto;1012,1459,1501
1805;RUA SANTO EDUARDO;SANTO EDUARDO;SANTO EDUARDO;Parque Visconde de Ururaí;28070246;620;valida;d79b62156978d946;465.5;0.0;geometria_compartilhada_contextos_distintos;1805,1825;2;2;ambiguidade_por_contexto;1805,1825
1825;TRAVESSA SANTO EDUARDO;SANTO EDUARDO;SANTO EDUARDO;Parque Visconde de Ururaí;28070245;620;valida;d79b62156978d946;465.5;0.0;geometria_compartilhada_contextos_distintos;1805,1825;2;2;ambiguidade_por_contexto;1805,1825
2147;AVENIDA SARDINHA;SARDINHA;SARDINHA;Parque Novo Mundo;28085505;624;valida;9deaa7b592c855f9;150.5;0.0;geometria_compartilhada_contextos_distintos;2147,2201;2;2;ambiguidade_por_contexto;2147,2201
2201;TRAVESSA SARDINHA;SARDINHA;SARDINHA;Parque Bonsucesso;28085125;624;valida;9deaa7b592c855f9;150.5;0.0;geometria_compartilhada_contextos_distintos;2147,2201;2;2;ambiguidade_por_contexto;2147,2201
724;RUA SEIS;SEIS;SEIS;Parque Penha;28021610;610;valida;9004ee797102f8fa;16933.0;0.0;geometria_compartilhada_contextos_distintos;724,878,2032,2055;4;4;ambiguidade_por_contexto;724,878,2032,2055
878;RUA SEIS;SEIS;SEIS;Alphaville;28024710;611;valida;9004ee797102f8fa;16933.0;0.0;geometria_compartilhada_contextos_distintos;724,878,2032,2055;4;4;ambiguidade_por_contexto;724,878,2032,2055
2032;RUA SEIS;SEIS;SEIS;Parque Boa Vista;28073550;622;valida;9004ee797102f8fa;16933.0;0.0;geometria_compartilhada_contextos_distintos;724,878,2032,2055;4;4;ambiguidade_por_contexto;724,878,2032,2055
2055;RUA SEIS;SEIS;SEIS;Parque Zuza Mota;28083765;622;valida;9004ee797102f8fa;16933.0;0.0;geometria_compartilhada_contextos_distintos;724,878,2032,2055;4;4;ambiguidade_por_contexto;724,878,2032,2055
762;RUA SERVIDÃO VIEIRA DA SILVA;SERVIDAO VIEIRA DA SILVA;SERVIDAO VIEIRA DA SILVA;Parque Aurora;28025470;610;valida;a5cb71ada6bbb4d8;101.7;0.0;geometria_compartilhada_contextos_distintos;762,777;2;2;ambiguidade_por_contexto;762,777
777;SERVIDÃO VIEIRA DA SILVA;SERVIDAO VIEIRA DA SILVA;SERVIDAO VIEIRA DA SILVA;Parque Aurora;28025840;610;valida;a5cb71ada6bbb4d8;101.7;0.0;geometria_compartilhada_contextos_distintos;762,777;2;2;ambiguidade_por_contexto;762,777
725;RUA SETE;SETE;SETE;Parque Penha;28021620;610;valida;2f40c7d051118c54;21174.5;0.0;geometria_compartilhada_contextos_distintos;725,2038;2;2;ambiguidade_por_contexto;725,2038
2038;RUA SETE;SETE;SETE;Parque Boa Vista;28073540;622;valida;2f40c7d051118c54;21174.5;0.0;geometria_compartilhada_contextos_distintos;725,2038;2;2;ambiguidade_por_contexto;725,2038
310;RUA SIQUEIRA E SILVA;SIQUEIRA E SILVA;SIQUEIRA E SILVA;Centro;28013013;606;valida;f5a2427eea13d5ba;489.1;0.0;geometria_compartilhada_contextos_distintos;310,319;2;2;ambiguidade_por_contexto;310,319
319;TRAVESSA SIQUEIRA E SILVA;SIQUEIRA E SILVA;SIQUEIRA E SILVA;Centro;28013540;606;valida;f5a2427eea13d5ba;489.1;0.0;geometria_compartilhada_contextos_distintos;310,319;2;2;ambiguidade_por_contexto;310,319
670;RUA TERTULIANO VIANA;TERTULIANO VIANA;TERTULIANO VIANA;Parque Jóquei Club;28020015;610;valida;4c03c2c64e5e4f77;266.6;0.0;geometria_compartilhada_contextos_distintos;670,680;2;2;ambiguidade_por_contexto;670,680
680;RUA TERTULIANO VIANA;TERTULIANO VIANA;TERTULIANO VIANA;Parque Novo Jockey;28020869;610;valida;4c03c2c64e5e4f77;266.6;0.0;geometria_compartilhada_contextos_distintos;670,680;2;2;ambiguidade_por_contexto;670,680
607;RUA TREZE;TREZE;TREZE;Parque Tropical;28022830;609;valida;a933528ca4e09f53;33037.7;0.0;geometria_compartilhada_contextos_distintos;607,731,2057;3;3;ambiguidade_por_contexto;607,731,2057
731;RUA TREZE;TREZE;TREZE;Parque Penha;28021680;610;valida;a933528ca4e09f53;33037.7;0.0;geometria_compartilhada_contextos_distintos;607,731,2057;3;3;ambiguidade_por_contexto;607,731,2057
2057;RUA TREZE;TREZE;TREZE;Parque Alvorada;28083155;622;valida;a933528ca4e09f53;33037.7;0.0;geometria_compartilhada_contextos_distintos;607,731,2057;3;3;ambiguidade_por_contexto;607,731,2057
775;TRAVESSA VINTE DE MAIO;VINTE DE MAIO;VINTE DE MAIO;Parque São Benedito;28025685;610;valida;553d432e5af1627d;326.0;0.0;geometria_compartilhada_contextos_distintos;775,776;2;2;ambiguidade_por_contexto;775,776
776;TRAVESSA VINTE DE MAIO;VINTE DE MAIO;VINTE DE MAIO;Parque Aurora;28025780;610;valida;553d432e5af1627d;326.0;0.0;geometria_compartilhada_contextos_distintos;775,776;2;2;ambiguidade_por_contexto;775,776
1953;AVENIDA ZUZA MOTA;ZUZA MOTA;ZUZA MOTA;Parque Calabouço;28083000;622;valida;d060039e0de450b6;1892.0;0.0;geometria_compartilhada_contextos_distintos;1953,1955,1957;3;3;ambiguidade_por_contexto;1953,1955,1957
1955;AVENIDA ZUZA MOTA;ZUZA MOTA;ZUZA MOTA;Parque Presidente Vargas;28083461;622;valida;d060039e0de450b6;1892.0;0.0;geometria_compartilhada_contextos_distintos;1953,1955,1957;3;3;ambiguidade_por_contexto;1953,1955,1957
1957;AVENIDA ZUZA MOTA;ZUZA MOTA;ZUZA MOTA;Parque Alvorada;28083735;622;valida;d060039e0de450b6;1892.0;0.0;geometria_compartilhada_contextos_distintos;1953,1955,1957;3;3;ambiguidade_por_contexto;1953,1955,1957
305;RUA ALECRIM;ALECRIM;ALECRIM;Goytacazes;28023588;605;valida;168396dd64408fea;134.9;4737.7;geometrias_distantes_mesmo_nome;305,1004;2;2;ambiguidade_por_contexto;305,1004
1004;RUA ALECRIM;ALECRIM;ALECRIM;Parque Tarcisio Miranda;28022020;613;valida;ae926afacc03c897;323.2;4737.7;geometrias_distantes_mesmo_nome;305,1004;2;2;ambiguidade_por_contexto;305,1004
544;RUA CALIFÓRNIA;CALIFORNIA;CALIFORNIA;Parque Novo Jockey;28020850;608;valida;e2b5a92539a5e2db;14143.6;6195.2;geometrias_distantes_mesmo_nome;544,1537;2;2;ambiguidade_por_contexto;544,1537
1537;RUA CALIFÓRNIA;CALIFORNIA;CALIFORNIA;Parque Santa Rosa;28085390;618;valida;008c650cb5f2d1dd;293.7;6195.2;geometrias_distantes_mesmo_nome;544,1537;2;2;ambiguidade_por_contexto;544,1537
538;RUA CAMBUCI;CAMBUCI;CAMBUCI;Parque Novo Jockey;28020843;608;valida;e25712c4105e2fdb;359.7;7855.6;geometrias_distantes_mesmo_nome;538,1866;2;2;ambiguidade_por_contexto;538,1866
1866;RUA CAMBUCI;CAMBUCI;CAMBUCI;Parque Guarus;28073070;621;valida;c1738a818aca87c6;376.0;7855.6;geometrias_distantes_mesmo_nome;538,1866;2;2;ambiguidade_por_contexto;538,1866
1474;RUA CASIMIRO DE ABREU;CASIMIRO DE ABREU;CASIMIRO DE ABREU;Parque Vicente Gonçalves Dias;28080240;617;valida;5cd9814180dcea77;495.3;3757.2;geometrias_distantes_mesmo_nome;1474,1872;2;2;ambiguidade_por_contexto;1474,1872
1872;RUA CASIMIRO DE ABREU;CASIMIRO DE ABREU;CASIMIRO DE ABREU;Parque Guarus;28070550;621;valida;608e42cb83201510;322.4;3757.2;geometrias_distantes_mesmo_nome;1474,1872;2;2;ambiguidade_por_contexto;1474,1872
493;RUA CURIÓ;CURIO;CURIO;Goytacazes;28023760;607;valida;4c491446270600a6;563.2;24712.6;geometrias_distantes_mesmo_nome;493,1300;2;2;ambiguidade_por_contexto;493,1300
1300;RUA CURIO;CURIO;CURIO;nan;28146067;616;valida;eb01ee1e6a2cd201;37338.6;24712.6;geometrias_distantes_mesmo_nome;493,1300;2;2;ambiguidade_por_contexto;493,1300
429;RUA JOCA CASTRO;JOCA CASTRO;JOCA CASTRO;Goytacazes;28023713;607;valida;09ba18dacb11c875;377.9;4328.9;geometrias_distantes_mesmo_nome;429,796;2;2;ambiguidade_por_contexto;429,796
796;RUA JOCA CASTRO;JOCA CASTRO;JOCA CASTRO;Parque Penha;28021070;611;valida;b8b13ccaf2718e70;452.2;4328.9;geometrias_distantes_mesmo_nome;429,796;2;2;ambiguidade_por_contexto;429,796
1047;RUA NOSSA SENHORA DA CONCEIÇÃO;NOSSA SENHORA DA CONCEICAO;NOSSA SENHORA DA CONCEICAO;Parque Turf Club;28027260;613;valida;a259e8d322a5a26e;428.5;3058.7;geometrias_distantes_mesmo_nome;1047,1835;2;2;ambiguidade_por_contexto;1047,1835
1835;PRAÇA NOSSA SENHORA DA CONCEIÇÃO;NOSSA SENHORA DA CONCEICAO;NOSSA SENHORA DA CONCEICAO;Parque Santa Rosa;28085490;621;valida;c7af6af4c7327b3f;38302.2;3058.7;geometrias_distantes_mesmo_nome;1047,1835;2;2;ambiguidade_por_contexto;1047,1835
804;RUA NOSSA SENHORA DA PENHA;NOSSA SENHORA DA PENHA;NOSSA SENHORA DA PENHA;Parque Penha;28021220;611;valida;758e06da172df33b;670.7;196.6;geometrias_distantes_mesmo_nome;804,852,2061;3;3;ambiguidade_por_contexto;804,852,2061
852;TRAVESSA NOSSA SENHORA DA PENHA;NOSSA SENHORA DA PENHA;NOSSA SENHORA DA PENHA;Parque Penha;28021470;611;valida;8ee3767cd04bcfd3;183.5;196.6;geometrias_distantes_mesmo_nome;804,852,2061;3;3;ambiguidade_por_contexto;804,852,2061
2061;TRAVESSA NOSSA SENHORA DA PENHA;NOSSA SENHORA DA PENHA;NOSSA SENHORA DA PENHA;Parque Calabouço;28080783;622;valida;3326c1c51cfdeecb;375.5;1466.5;geometrias_distantes_mesmo_nome;804,852,2061;3;3;ambiguidade_por_contexto;804,852,2061
416;RUA NOVA;NOVA;NOVA;Goytacazes;28023693;607;valida;eb8c50bd375cace7;63.4;3804.1;geometrias_distantes_mesmo_nome;416,539;2;2;ambiguidade_por_contexto;416,539
539;RUA NOVA;NOVA;NOVA;Parque Novo Jockey;28020844;608;valida;391c202a77c3d30d;30237.6;3804.1;geometrias_distantes_mesmo_nome;416,539;2;2;ambiguidade_por_contexto;416,539
732;RUA QUATORZE;QUATORZE;QUATORZE;Parque Penha;28021690;610;valida;a637ca6290be025a;147.0;3731.0;geometrias_distantes_mesmo_nome;732,887;2;2;ambiguidade_por_contexto;732,887
887;RUA QUATORZE;QUATORZE;QUATORZE;Alphaville;28024726;611;valida;a84a36607f8f56a4;72.4;3731.0;geometrias_distantes_mesmo_nome;732,887;2;2;ambiguidade_por_contexto;732,887
279;RUA SANTO AMARO;SANTO AMARO;SANTO AMARO;Goytacazes;28023471;605;valida;afe1966f85ec4d54;263.6;11918.8;geometrias_distantes_mesmo_nome;279,1803,1820;3;3;ambiguidade_por_contexto;279,1803,1820
1803;RUA SANTO AMARO;SANTO AMARO;SANTO AMARO;Parque Visconde de Ururaí;28070326;620;valida;0c55fa5ae4f2432c;204.1;4009.8;geometrias_distantes_mesmo_nome;279,1803,1820;3;3;ambiguidade_por_contexto;279,1803,1820
1820;TRAVESSA SANTO AMARO;SANTO AMARO;SANTO AMARO;Vila Industrial;28090017;620;valida;9c3e870dfebd60d4;542.2;4009.8;geometrias_distantes_mesmo_nome;279,1803,1820;3;3;ambiguidade_por_contexto;279,1803,1820
444;RUA SÃO CLEMENTE;SAO CLEMENTE;SAO CLEMENTE;Goytacazes;28023734;607;valida;73c0f505f7bc50c9;58.0;7762.4;geometrias_distantes_mesmo_nome;444,950;2;2;ambiguidade_por_contexto;444,950
950;RUA SÃO CLEMENTE;SAO CLEMENTE;SAO CLEMENTE;Parque Maciel;28025560;612;valida;fb958e469ab8554b;118.8;7762.4;geometrias_distantes_mesmo_nome;444,950;2;2;ambiguidade_por_contexto;444,950
197;RUA SÃO GONÇALO;SAO GONCALO;SAO GONCALO;Goytacazes;28023592;604;valida;3284f179a32a5ea6;13885.5;4455.4;geometrias_distantes_mesmo_nome;197,1809,1924;3;3;ambiguidade_por_contexto;197,1809,1924
1809;RUA SÃO GONÇALO;SAO GONCALO;SAO GONCALO;Parque Guarus;28070216;620;valida;71589da1b988fca5;315.4;1170.5;geometrias_distantes_mesmo_nome;197,1809,1924;3;3;ambiguidade_por_contexto;197,1809,1924
1924;RUA SÃO GONÇALO;SAO GONCALO;SAO GONCALO;Parque São Mateus;28073225;621;valida;c6441408da3008a6;588.2;1170.5;geometrias_distantes_mesmo_nome;197,1809,1924;3;3;ambiguidade_por_contexto;197,1809,1924
1812;RUA SAPUCAINHA;SAPUCAINHA;SAPUCAINHA;Vila Industrial;28090012;620;valida;10f814c89131628a;1122.9;637.9;geometrias_distantes_mesmo_nome;1812,1822;2;2;ambiguidade_por_contexto;1812,1822
